C4 Grass,Acquisitive Shrub,Conservative Shrub,Acquisitve Tree,Conservative Tree
0.023716806,0.010000001,0.010000001,0.010000001,0.14669662
0.010032491,0.010000001,0.010000001,0.010000001,0.130360624
0.010000001,0.010000001,0.010000001,0.010000001,0.113609534
0.010000001,0.010000001,0.010000001,0.010000001,0.095172832
0.010000001,0.010000001,0.010000001,0.010000001,0.078212471
0.010000001,0.010000001,0.010000001,0.010000001,0.067429648
0.010000001,0.010000001,0.010000001,0.010000001,0.050957566
0.010000001,0.010000001,0.010000001,0.010000001,0.035244025
0.010000001,0.010000001,0.010000001,0.010000001,0.019210246
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.0136446,0.013619009,0.013346397,0.011466831,0.013304522
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010086773,0.010198169,0.010184514,0.010013264,0.010030427
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010050483,0.010089793,0.010052264,0.010032236,0.010037077
0.224409987,0.227665016,0.222367086,0.221620041,0.223717384
0.219176132,0.218349193,0.2092236,0.206678856,0.220246145
0.193786244,0.188785978,0.176729567,0.17220354,0.196291413
0.170600691,0.162216717,0.147882504,0.141057032,0.174316328
0.137680308,0.122270113,0.107251688,0.095545316,0.142795254
0.100715201,0.07908483,0.062342998,0.044838639,0.107249693
0.060420834,0.034014647,0.019279424,0.010000001,0.069238315
0.019548721,0.010000001,0.010000001,0.010000001,0.029007478
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.010000001,0.010000001,0.010000001,0.010000001,0.010000001
0.020515421,0.019760811,0.019021676,0.018672211,0.019203219
0.029903312,0.027209744,0.025365798,0.024536385,0.026217893
0.416091705,0.416100865,0.414342302,0.413113159,0.41777307
0.355403511,0.350499862,0.347605839,0.349264644,0.353777759
0.322384432,0.314728008,0.310960577,0.312760107,0.318989895
0.359497331,0.352389387,0.349185865,0.349559259,0.356572885
0.366397608,0.364408817,0.366754308,0.371420906,0.369405776
0.305010567,0.301548378,0.302426455,0.303873967,0.305245768
0.265500706,0.261049205,0.257586647,0.254511879,0.262526478
0.228572565,0.223862547,0.21770438,0.21063613,0.225851327
0.197565819,0.192254366,0.184789247,0.173460768,0.195137468
0.180519907,0.17584687,0.165368345,0.150535243,0.177704742
0.138532875,0.136934214,0.125620108,0.107945011,0.141583119
0.12535417,0.123160666,0.109214975,0.089764722,0.128828466
0.094542176,0.091417132,0.076713367,0.054946037,0.100061384
0.0664607,0.062019226,0.044762044,0.024576344,0.071659206
0.231624063,0.22765397,0.206980056,0.192742492,0.23528671
0.216018478,0.212884231,0.188751797,0.171383185,0.219140898
0.182185585,0.179332766,0.154288902,0.135189495,0.18868728
0.144754178,0.141553231,0.113983976,0.092737262,0.151606049
0.118466484,0.114711139,0.084818483,0.063010557,0.12516318
0.217254916,0.214177424,0.180984909,0.156419176,0.221580846
0.22150416,0.220385519,0.186234868,0.161979025,0.225346129
0.385140672,0.391786348,0.38765067,0.381586644,0.385489708
0.407960399,0.413964968,0.411731385,0.408019338,0.409338477
0.381341536,0.390729292,0.387792572,0.382272157,0.383418127
0.360954164,0.374181463,0.37057929,0.363562165,0.365312386
0.354448977,0.370408316,0.366213271,0.357387897,0.360613627
0.395892754,0.404806829,0.402676664,0.397815675,0.399599976
0.375268357,0.38679062,0.384028253,0.377513358,0.380033029
0.351456638,0.367734437,0.364676379,0.356328517,0.360804524
0.327345817,0.349813191,0.346207738,0.334341217,0.342792677
0.306515904,0.33475745,0.330249275,0.316954681,0.328226225
0.303380651,0.334244218,0.328463482,0.316430572,0.328838127
0.422948796,0.428290576,0.427558977,0.425290498,0.426467482
0.408776014,0.415634389,0.414755745,0.4115075,0.413168812
0.390695141,0.400064499,0.398977923,0.395042188,0.397332847
0.374390076,0.386209531,0.38507188,0.380785884,0.384267638
0.416324211,0.422723042,0.42227924,0.419946719,0.421861286
0.387840969,0.39764023,0.397239481,0.394164992,0.397607471
0.385235601,0.396780046,0.395764542,0.391892617,0.395691508
0.376899985,0.390085022,0.388735751,0.384443283,0.388910323
0.431372341,0.436528156,0.436035751,0.434212991,0.43597563
0.42829672,0.432215605,0.431793874,0.430472594,0.431665445
0.406872789,0.412915487,0.412170478,0.410218385,0.412302797
0.39381374,0.401451696,0.399622078,0.398503281,0.401063616
0.387141071,0.396405394,0.393906874,0.394010356,0.397114748
0.409503389,0.416849562,0.41576781,0.413938047,0.416817057
0.44102979,0.444596802,0.444080859,0.443049148,0.444441106
0.41247742,0.418226853,0.417140906,0.415988076,0.418100715
0.399312709,0.406078321,0.404276556,0.404133271,0.407020893
0.396798753,0.404269816,0.402143691,0.402246702,0.406238096
0.417695336,0.423072657,0.422317854,0.421307183,0.423580344
0.423159966,0.42864291,0.428294867,0.425927352,0.428533835
0.411663674,0.417635077,0.416962924,0.414815084,0.417409678
0.398613486,0.405471791,0.403925266,0.403239052,0.406059317
0.389610651,0.397430285,0.395187599,0.395295759,0.399043151
0.397094835,0.405323822,0.40355885,0.402189329,0.406570081
0.398198246,0.40762465,0.405876199,0.404008747,0.408410742
0.392958476,0.403544474,0.402127681,0.399157453,0.403932096
0.388514018,0.399703577,0.397578064,0.395601932,0.400454303
0.392441926,0.403031124,0.401606998,0.398558035,0.403477906
0.381057507,0.392621549,0.39082021,0.388100444,0.394638454
0.374005295,0.384710143,0.382791497,0.380886198,0.388744274
0.369141916,0.380839669,0.37877097,0.37598373,0.38461407
0.362943432,0.374821087,0.371840493,0.370353263,0.380127593
0.359912959,0.37248214,0.368521218,0.367173307,0.378482581
0.382164675,0.394495112,0.39208796,0.388332608,0.397435937
0.360653644,0.378240399,0.37434159,0.371228059,0.382662762
0.355196528,0.373311476,0.370066552,0.365977845,0.378667412
0.34905876,0.36467829,0.361076253,0.359313278,0.373209807
0.339927468,0.356191831,0.351033991,0.351411708,0.367200079
0.335155625,0.351745762,0.346143241,0.346054082,0.363588855
0.324968739,0.340231137,0.331100054,0.335911419,0.356498464
0.319455836,0.335937325,0.325210263,0.331092148,0.35392596
0.316951673,0.33395946,0.321940233,0.328491437,0.353492685
0.319546141,0.337451948,0.327333411,0.329595202,0.354894077
0.342926076,0.360022889,0.352143901,0.350680931,0.373251541
0.336994079,0.357979926,0.351628065,0.34544036,0.370006638
0.326833509,0.347974723,0.33981475,0.335346966,0.363259909
0.35907576,0.376689867,0.372072592,0.364819349,0.384864627
0.336969661,0.36166527,0.356759916,0.346751797,0.371624368
0.330561993,0.355733929,0.350610162,0.340607972,0.367083147
0.320982533,0.347301419,0.340080436,0.332488862,0.361320609
0.33128004,0.355561903,0.348801443,0.340459377,0.367584416
0.314252696,0.339322824,0.329119461,0.324560991,0.355881731
0.296193048,0.323223172,0.306023565,0.30845917,0.34536168
0.285470624,0.314803948,0.292389698,0.298951469,0.340786774
0.286551508,0.31858576,0.292767386,0.301752085,0.345203194
0.308408876,0.337704187,0.32029113,0.318459389,0.354850291
0.372052806,0.389244889,0.382781001,0.375967229,0.396723648
0.338744777,0.364370633,0.356936901,0.347148709,0.37454314
0.316959201,0.346587477,0.336385552,0.32829096,0.362171387
0.308655848,0.339887364,0.329046701,0.320431509,0.357404102
0.301349588,0.333337406,0.321280246,0.313563171,0.353450003
0.323154243,0.351856976,0.343716683,0.332298525,0.366155212
0.308575884,0.33853154,0.327968175,0.316773735,0.354409122
0.308396583,0.339355423,0.327818658,0.316190857,0.354805594
0.315609346,0.345015573,0.333373661,0.322563515,0.360767057
0.306638975,0.336602966,0.325077761,0.314122594,0.354154389
0.287652033,0.318822559,0.302085706,0.295973822,0.342232789
0.271902786,0.303742754,0.280236935,0.281676064,0.334172194
0.254329574,0.285411491,0.253332442,0.266109688,0.325190538
0.237191319,0.268934336,0.227894056,0.251098866,0.317205656
0.220547004,0.251356408,0.200781335,0.235679057,0.309830779
0.230109926,0.265667412,0.209845016,0.245023105,0.322820631
0.270053814,0.30568128,0.248178697,0.285347626,0.34844958
0.276442846,0.310196389,0.257747852,0.29120935,0.341958156
0.357137361,0.375005157,0.354516484,0.363215206,0.390517482
0.342079513,0.367477407,0.354265417,0.350196215,0.380425483
0.397347172,0.411961717,0.406702287,0.402244703,0.417668397
0.355998336,0.380961299,0.373767405,0.366806452,0.390550939
0.336004127,0.36668146,0.357995367,0.350475733,0.379699496
0.32187028,0.35504384,0.345407486,0.338353712,0.371572615
0.307120188,0.343993525,0.33135062,0.326889885,0.363836482
0.302295531,0.341968279,0.32937079,0.321958091,0.361220639
0.294401885,0.337213688,0.322785164,0.314213996,0.356218254
0.285470338,0.32863493,0.311114026,0.307440364,0.352004321
0.277055511,0.323983251,0.303963937,0.30050841,0.348065258
0.267897423,0.316985482,0.292644065,0.293115392,0.344431847
0.291865829,0.336235102,0.31526123,0.312812578,0.356857383
0.276553878,0.320174805,0.295704583,0.295066569,0.343955867
0.265017519,0.310747799,0.28069448,0.283444393,0.338093953
0.245102628,0.291072695,0.250560865,0.265696395,0.326941252
0.22545112,0.273924218,0.221484429,0.249068134,0.317295353
0.20561152,0.254578638,0.190069821,0.232288912,0.308443334
0.191235966,0.243851346,0.169782511,0.220889569,0.304003578
0.172595738,0.222810286,0.137968567,0.203851115,0.294521874
0.150768489,0.196877773,0.10139296,0.183344689,0.281540903
0.126597998,0.169712154,0.063679226,0.160775739,0.265501563
0.109355043,0.150216484,0.034112726,0.144143504,0.254512413
0.393907811,0.403503117,0.402037931,0.395527086,0.406875188
0.401394839,0.41169716,0.411107173,0.403198541,0.413941678
0.402319426,0.414514817,0.413918192,0.405471208,0.416593231
0.391746505,0.40750919,0.406565485,0.397895201,0.410128518
0.369161673,0.389562977,0.388255368,0.377461553,0.394566908
0.35436183,0.380011771,0.377741544,0.365851132,0.38543005
0.341172756,0.371521557,0.368482869,0.355358738,0.377738576
0.344000225,0.374850298,0.371676048,0.359219482,0.381534789
0.39710935,0.413576772,0.412152781,0.404832327,0.416078125
0.406498936,0.420391269,0.419328769,0.413899582,0.422526966
0.378470048,0.398316962,0.396772465,0.389674774,0.402812798
0.36386113,0.387957611,0.38570047,0.378331358,0.394120847
0.358619325,0.384902536,0.383128704,0.373768409,0.390920406
0.351481369,0.380139938,0.378420445,0.368213148,0.386260723
0.346381178,0.375973728,0.37454111,0.362782327,0.382376886
0.337570953,0.368111019,0.366065311,0.355703976,0.377105147
0.327307108,0.359162739,0.355634703,0.346987635,0.370913635
0.315250361,0.350524085,0.345762209,0.337794782,0.364353515
0.307087488,0.346495057,0.341059284,0.330872424,0.36085487
0.298972104,0.340426557,0.333237156,0.324830607,0.356557837
0.288071728,0.329363218,0.319766893,0.315695856,0.351092466
0.283723069,0.324209505,0.313212908,0.310965609,0.349929697
0.348717644,0.37363065,0.368731048,0.362860935,0.387117016
0.3708715,0.393293874,0.391156076,0.381171443,0.401397283
0.401628417,0.41785736,0.416795672,0.409287877,0.422041782
0.404331954,0.420511627,0.419865152,0.412159055,0.423854931
0.388041942,0.407041945,0.406369265,0.397842222,0.411118978
0.367683085,0.391511803,0.390761938,0.381988897,0.399026378
0.358959402,0.385530019,0.385409158,0.374871774,0.393592546
0.407245658,0.423387289,0.423594272,0.416264303,0.427686899
0.384483442,0.403958169,0.403959376,0.39579771,0.408945784
0.368954321,0.391361018,0.391569144,0.383605843,0.39939077
0.360784438,0.384037184,0.384989096,0.375829265,0.393708495
0.353575988,0.379540135,0.380612191,0.370010541,0.389528017
0.357948184,0.383598884,0.384625975,0.37287147,0.39210109
0.35010685,0.378965753,0.379826687,0.367254765,0.38862539
0.36711941,0.391000082,0.391982122,0.380353027,0.39854133
0.346758277,0.376960305,0.378554732,0.364979611,0.387584596
0.3421131,0.373216523,0.375430305,0.360230251,0.38388719
0.354918472,0.382775829,0.385217557,0.370194679,0.392709204
0.444102459,0.450938672,0.451229667,0.447728037,0.452392332
0.442659869,0.448038214,0.448204659,0.445721814,0.449161914
0.418932284,0.426050276,0.426267192,0.423208294,0.427952791
0.440318127,0.444271193,0.444299565,0.442849302,0.445329445
0.419619302,0.424693803,0.424913662,0.423172498,0.426595976
0.416298221,0.422537319,0.42298906,0.42038171,0.424733174
0.439020372,0.441795457,0.441868573,0.441084145,0.44292361
0.416224712,0.420369984,0.420578043,0.419135936,0.42259868
0.40730614,0.412289465,0.412713601,0.41104933,0.415315536
0.403579286,0.409190615,0.409815437,0.407424353,0.412383068
0.397043534,0.403390419,0.40443241,0.401242871,0.407059159
0.393752089,0.401016206,0.402178049,0.397957724,0.404530261
0.409114392,0.41614829,0.41740787,0.41289734,0.418899413
0.412200812,0.419184831,0.420095719,0.415993419,0.421360981
0.417745102,0.424522977,0.425430617,0.421570465,0.426773995
0.417964641,0.42431923,0.425382511,0.421796985,0.426387591
0.404131092,0.411385478,0.412551926,0.408883748,0.414297448
0.402593405,0.409856887,0.41135394,0.407052297,0.412442745
0.40684379,0.413347175,0.414913628,0.411038771,0.416189237
0.413602408,0.41903692,0.420350884,0.417320548,0.421774849
0.404234331,0.409995058,0.411633792,0.408445761,0.413663636
0.395633263,0.400777287,0.402883314,0.399892508,0.406078336
0.390788324,0.394991755,0.397650822,0.394498746,0.401413556
0.38557944,0.389247154,0.392436496,0.388496653,0.39683214
0.382208267,0.385901827,0.389888263,0.384864307,0.393863358
0.380397063,0.384674225,0.388689563,0.383253064,0.392508643
0.378163235,0.382106893,0.386580786,0.380760162,0.3904827
0.375114118,0.378430297,0.383480004,0.377280191,0.387752134
0.370227928,0.372095694,0.377672796,0.37130668,0.383514332
0.36604147,0.36661995,0.373224112,0.366321684,0.380139183
0.362914109,0.362311597,0.369650892,0.362861355,0.377727398
0.35904501,0.356923091,0.365052735,0.358131045,0.374427931
0.355601173,0.353153887,0.361675955,0.354175996,0.371962023
0.352812162,0.349975191,0.359546748,0.350982056,0.370090233
0.35075776,0.34871484,0.35856552,0.349329709,0.369324798
0.35032948,0.350484168,0.360557231,0.349814631,0.369997617
0.350227618,0.350576972,0.36110274,0.350018464,0.370057887
0.349602275,0.34956944,0.360262399,0.348762096,0.36922975
0.345199838,0.344690974,0.3552222,0.343345248,0.365391212
0.340702796,0.338265085,0.348342548,0.336674854,0.360886388
0.335703831,0.33064596,0.340155182,0.329793923,0.356586484
0.331530488,0.324917117,0.335275749,0.324097302,0.353421797
0.329740301,0.323248718,0.33363958,0.32249503,0.352723065
0.328761796,0.322536405,0.333743695,0.321902419,0.352407017
0.325795072,0.319643746,0.330384929,0.317822405,0.349737226
0.320555766,0.311719583,0.322348605,0.310460302,0.345043706
0.314241551,0.301153348,0.310648626,0.301235206,0.339482486
0.307924986,0.29157896,0.300324904,0.291695052,0.33432148
0.302198352,0.283004527,0.290485921,0.282920151,0.330075781
0.297871834,0.276004591,0.282110948,0.275439365,0.326966772
0.294501281,0.271004332,0.276730095,0.26958103,0.325026846
0.289839894,0.263293491,0.267231031,0.261771509,0.321067644
0.282754564,0.250642123,0.252059958,0.249604118,0.314450907
0.274756682,0.234552386,0.23307552,0.235607522,0.307016616
0.267458753,0.218473268,0.213447889,0.222573534,0.300266381
0.259931069,0.202837049,0.19444894,0.208175758,0.293402134
0.252717994,0.187061524,0.174832307,0.194032768,0.286522212
0.245150638,0.170087457,0.153832148,0.179465134,0.278664775
0.236151523,0.150705621,0.129367231,0.163102317,0.269225686
0.22908592,0.135239722,0.109966292,0.148189471,0.262565867
0.222393973,0.121357882,0.092307492,0.135042992,0.256144323
0.216356878,0.10770167,0.075022229,0.122729889,0.250419623
0.222946803,0.11350169,0.080349855,0.124538788,0.259624737
0.216686344,0.098458654,0.059675413,0.110855051,0.251862446
0.209827555,0.083557585,0.039888819,0.097373714,0.243963124
0.20546618,0.071663429,0.023828557,0.088344015,0.239296362
0.20054652,0.058865291,0.010625627,0.07820296,0.233971063
0.189485098,0.038040613,0.010000001,0.059405718,0.22036362
0.180095511,0.020506566,0.010000001,0.043006963,0.209202056
0.167464063,0.010000001,0.010000001,0.022321529,0.193454125
0.159291677,0.010000001,0.010000001,0.011471964,0.183796123
